Fuel Type Code,Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Network,Latitude,Longitude,Status Code
ELEC,Oakbrook Center Orange Garage Ground Level,100 Oakbrook Center,Oak Brook,IL,60523,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.85101,-87.95349,E
ELEC,Shorewood Crossing,994 Brook Forest Ave,Shorewood,IL,60404,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.537363,-88.197599,E
ELEC,Westfield Old Orchard,4905 Old Orchard Center,Skokie,IL,60077,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.059207,-87.750711,E
ELEC,Village Crossing,5425 Touhy Ave,Skokie,IL,60077,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.010915,-87.763768,E
ELEC,The Arboretum of South Barrington,100 W Higgins Rd,South Barrington,IL,60010,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.074883,-88.184326,E
ELEC,Hawthorn Mall SE Entrance,122 Hawthorn Center,Vernon Hills,IL,60061,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.242204,-87.948445,E
ELEC,Hinsdale Lake Commons whole foods market,6300 Kingery Hwy #126,Willowbrook,IL,60527,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.772945,-87.94883,E
ELEC,Willowbrook Town Center,7185 Kingery Hwy,Willowbrook,IL,60527,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.759225,-87.943585,E
ELEC,Walgreens at 3035 Book Rd Naperville,3035 Book Rd,Naperville,IL,60564,888-264-2208,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,41.709624,-88.186748,E
ELEC,Walgreens at 2100 W State St Geneva,2100 W State St,Geneva,IL,60134,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.897485,-88.332011,E
ELEC,Walgreens at 15 N Buffalo Grove Rd Buffalo Grove,15 N Buffalo Grove,Buffalo Grove,IL,60089,888-264-2208,Public,Mon 12:00am - 11:59pm; Tue 12:00am - 11:59pm; Wed 12:00am - 11:59pm; Thu 12:00am - 11:59pm; Fri 12:00am - 11:59pm; Sat 12:00am - 11:59pm; Sun 12:00am - 11:59pm,SHELL_RECHARGE,42.153671,-87.961713,E
ELEC,Walgreens at 7200 W North Ave Elmwood Park,7200 W North Ave,Elmwood Park,IL,60302,888-264-2208,Public,Mon 12:00am - 11:59pm; Tue 12:00am - 11:59pm; Wed 12:00am - 11:59pm; Thu 12:00am - 11:59pm; Fri 12:00am - 11:59pm; Sat 12:00am - 11:59pm; Sun 12:00am - 11:59pm,SHELL_RECHARGE,41.909227,-87.806047,E
ELEC,Walgreens at 1225 W Dundee Rd Buffalo Grove,1225 W Dundee Rd,Buffalo Grove,IL,60089,888-264-2208,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,42.138564,-87.986826,E
ELEC,Cinemark Melrose Park,1001 W North Ave,Melrose Park,IL,60160,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.909776,-87.845872,E
ELEC,AMC CLASSIC Galewood Crossings 14,5530 W Homer St,Chicago,IL,60639,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.915516,-87.764428,E
ELEC,Fox Valley Mall NW entrance,195 Fox Valley Center,Aurora,IL,60504,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.759287,-88.214534,E
ELEC,The Promenade at Bolingbrook North West,631 E Boughton Rd,Bolingbrook,IL,60440,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.720928,-88.041228,E
ELEC,The Promenade at Bolingbrook Macys,631 E Boughton Rd,Bolingbrook,IL,60440,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.71999,-88.042607,E
ELEC,United Center East Entrance,1901 West Madison St,Chicago,IL,60612,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.880715,-87.672479,E
ELEC,Northbrook Court DCFC,2171 Northbrook Court,Northbrook,IL,60062,888-264-2208,TEMPORARILY UNAVAILABLE (Public),24 hours daily,SHELL_RECHARGE,42.150306,-87.814139,T
ELEC,Northbrook Court California Pizza Kitchen,2171 Northbrook Court,Northbrook,IL,60062,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.150978,-87.817464,E
ELEC,Northbrook Court East Entrance,2171 Northbrook Court,Northbrook,IL,60062,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.1512,-87.815432,E
ELEC,Northbrook Court AMC,2171 Northbrook Court,Northbrook,IL,60062,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.149339,-87.816136,E
ELEC,Hawthorn Mall NW Entrance,122 Hawthorn Center,Vernon Hills,IL,60061,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.243072,-87.952099,E
ELEC,Hawthorn Mall Macys,122 Hawthorn Center,Vernon Hills,IL,60061,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.241709,-87.951947,E
ELEC,Hawthorn Mall AMC Theater,122 Hawthorn Center,Vernon Hills,IL,60061,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.244167,-87.948819,E
ELEC,Oakbrook Center The Clubhouse,100 Oakbrook Center,Oak Brook,IL,60523,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.848438,-87.951323,E
ELEC,Oakbrook Center Crate and Barrel,100 Oakbrook Center,Oak Brook,IL,60523,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.850431,-87.955097,E
ELEC,Oakbrook Center Purple Garage Level 3,100 Oakbrook Center,Oak Brook,IL,60523,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.852164,-87.953359,E
ELEC,Oakbrook Center Blue Garage 1st floor,100 Oakbrook Center,Oak Brook,IL,60523,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.851726,-87.951798,E
ELEC,Oakbrook Center Macys,100 Oakbrook Center,Oak Brook,IL,60523,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.848346,-87.953987,E
ELEC,Oakbrook Center Nordstrom,100 Oakbrook Center,Oak Brook,IL,60523,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.851774,-87.950973,E
ELEC,University of Illinois - 760 W Taylor St,760 W Taylor St,Chicago,IL,60607,888-998-2546,Public,24 hours daily,Blink Network,41.864511,-87.645224,E
ELEC,University of Illinois - 915 S Paulina St,915 S Paulina St,Chicago,IL,60612,888-998-2546,Public,24 hours daily,Blink Network,41.864575,-87.645374,E
ELEC,ADVOCATE SHEP FITNESS,1301 S Barrington Rd,Barrington,IL,60010,888-758-4389,Public,24 hours daily,ChargePoint Network,42.134235,-88.134815,E
ELEC,COUNTRYSIDE EAST #1,803 Joliet Rd,Countryside,IL,60525,888-758-4389,Public,24 hours daily,ChargePoint Network,41.77491,-87.87812,E
ELEC,Tinseltown USA North Aurora,320 S Lincolnway St,North Aurora,IL,60542,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.791653,-88.324257,E
ELEC,Walgreens at 3351 W Main St St Charles,3351 W Main St,St. Charles,IL,60175,888-264-2208,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,SHELL_RECHARGE,41.918021,-88.359036,E
ELEC,Walgreens at 1295 Lily Cache Ln Bolingbrook,1295 Lily Cache Ln,Bolingbrook,IL,60490,888-264-2208,Public,Mon 8:00am - 11:59pm; Tue 8:00am - 11:59pm; Wed 8:00am - 11:59pm; Thu 8:00am - 11:59pm; Fri 8:00am - 11:59pm; Sat 8:00am - 11:59pm; Sun 8:00am - 11:59pm,SHELL_RECHARGE,41.689284,-88.125262,E
ELEC,Walgreens at 1303 Wehrli Rd Naperville,1303 Wehrli Rd,Naperville,IL,60565,888-264-2208,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,41.748634,-88.103853,E
ELEC,Walgreens at 1779 Sequoia Rd Naperville,1779 Sequoia Rd,Naperville,IL,60540,888-264-2208,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,41.758241,-88.186414,E
ELEC,Walgreens at 1770 N Milwaukee Rd Libertyville,1770 N Milwaukee,Libertyville,IL,60048,888-264-2208,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,42.305149,-87.9591,E
ELEC,Walgreens at 910 N Rand Rd Lake Zurich,910 N Rand Rd,Lake Zurich,IL,60047,888-264-2208,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,42.212272,-88.110971,E
ELEC,222 N LaSalle Parking Garage,222 N La Salle St,Chicago,IL,60601,855-900-7584,Public,24 hours daily,SHELL_RECHARGE,41.886578,-87.632776,E
ELEC,Willow Festival - Tesla Supercharger,840-109 Willow Road,Northbrook,IL,60062,877-798-3752,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,Tesla,42.107547,-87.802407,E
ELEC,500 Lake Shore Drive,517 N Peshtigo Ct,Chicago,IL,60611,888-998-2546,Public,24 hours daily,Blink Network,41.891568,-87.614945,E
ELEC,Walgreens at 2719 Hassert Blvd Naperville,2719 Hassert Blvd,Naperville,IL,60564,888-264-2208,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,41.681033,-88.202974,E
ELEC,AMC Lake In The Hills 12,311 Randall Rd,Lake in the Hills,IL,60156,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.179863,-88.333437,E
ELEC,SCATCHELL'S CHARGER #1,4700 W Cermak Rd,Cicero,IL,60804,888-758-4389,Public,24 hours daily,ChargePoint Network,41.851536,-87.74217,E
ELEC,K & H Travel Plaza - Tesla Supercharger,1043 South Crescent Street,Gilman,IL,60938,877-798-3752,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,Tesla,40.752202,-87.996464,E
ELEC,Walton on the Park Underground Garage,2 W. Delaware Place,Chicago,IL,60610,888-998-2546,Public,24 hours daily,Blink Network,41.899409,-87.62879,E
ELEC,Silvis Public Library,806 1st Ave,Silvis,IL,61282,309-755-3393,Public,24 hours daily,Non-Networked,41.512087,-90.416615,E
ELEC,Silvis City Hall,1100 1st Ave,Silvis,IL,61282,309-792-9181,Public,24 hours daily,Non-Networked,41.51124,-90.412852,E
ELEC,Walgreens L2,1520 W Fullerton Ave,Chicago,IL,60614,773-929-6968,TEMPORARILY UNAVAILABLE (Public),24 hours daily,Non-Networked,41.925715,-87.666226,T
ELEC,Hove Nissan,1405 N Kinzie Ave,Bourbonnais,IL,60914,855-464-0621,Public,Dealership business hours,Non-Networked,41.165404,-87.85026,E
ELEC,Riverside Medical Center,350 N Wall St,Kankakee,IL,60901,815-933-1671,Public,24 hours daily,Non-Networked,41.125554,-87.881668,E
ELEC,Illini Union Hotel,1401 W Green St,Urbana,IL,61801,217-333-1241,Public,24 hours daily; guest use only; see front desk for access,Non-Networked,40.109651,-88.226594,E
ELEC,John Deere Technology and Innovation Center,2021 S 1st St,Champaign,IL,61820,217-693-6925,Public,24 hours daily,Non-Networked,40.088819,-88.239863,E
ELEC,Hampton Inn Champaign Southwest,3308 Mission Dr,Champaign,IL,61822,217-356-0726,Public,24 hours daily; guest use only,Non-Networked,40.072306,-88.311422,E
ELEC,Hampton Inn Champaign Southwest - Tesla,3308 Mission Dr,Champaign,IL,61822,217-356-0726,Public,24 hours daily; guest use only,Non-Networked,40.072306,-88.311422,E
ELEC,Best Western Monticello Gateway Inn,805 Iron Horse Pl,Monticello,IL,61856,217-762-9436,Public,24 hours daily; guest use only,Non-Networked,40.050206,-88.565834,E
ELEC,Suite Dreams Hotel,300 Broadway Ave E,Mattoon,IL,61938,217-234-8600,Public,24 hours daily; for customer use only,Non-Networked,39.482993,-88.34533,E
ELEC,Lake Land College,5001 Lake Land Blvd,Mattoon,IL,61938,217-234-5253,Public,24 hours daily,Non-Networked,39.418845,-88.386345,E
ELEC,Ameren Illinois - Pawnee Training Center,2105 IL-104,Pawnee,IL,62558,,Private,24 hours daily,Non-Networked,39.594543,-89.606847,E
ELEC,Memorial Center for Learning and Innovation,228 W Miller St,Springfield,IL,62702,217-788-3000,Public,24 hours daily,Non-Networked,39.807992,-89.656367,E
ELEC,Memorial Medical Center Garage,751 N Rutledge St,Springfield,IL,62781,217-788-3000,Public,24 hours daily,Non-Networked,39.809445,-89.657248,E
ELEC,Springfield Clinic Parking,936 N 1st St,Springfield,IL,62702,217-528-7541,Public,24 hours daily; for employees only,Non-Networked,39.811266,-89.654267,E
ELEC,Police Department - Town of Normal,100 E Phoenix Ave,Normal,IL,61761,309-454-2444,Public,24 hours daily,Non-Networked,40.507053,-88.983546,E
ELEC,Schnucks Normal,1750 Bradford Ln,Normal,IL,61761,309-451-7100,Public,Store hours,Non-Networked,40.53328,-88.991532,E
ELEC,Best Western Plus Bloomington East Hotel,604 1/2 IAA Dr,Bloomington,IL,61701,309-808-0628,Public,24 hours daily; for customer use only,Non-Networked,40.491151,-88.953914,E
ELEC,Parke Regency Hotel & Conference Center,1413 Leslie Dr,Bloomington,IL,61704,309-662-4300,Public,24 hours daily; for customer use only,Non-Networked,40.501398,-88.903209,E
ELEC,The Levee District,370 W Washington St,East Peorria,IL,61611,309-999-1700,Public,24 hours daily,Non-Networked,40.670944,-89.583822,E
ELEC,Fondulac District Library,400 Richland St,East Peorria,IL,61611,309-699-3917,Public,24 hours daily,Non-Networked,40.670658,-89.586583,E
ELEC,Peoria Riverfront Museum,222 SW Washington St,Peoria,IL,61602,309-686-7000,Public,Museum hours,Non-Networked,40.689489,-89.588879,E
ELEC,Bradley University Main Street Parking Deck,913 N Maplewood Ave,Peoria,IL,61606,309-677-2227,Public,24 hours daily; permit required,Non-Networked,40.699071,-89.618674,E
ELEC,First Presbyterian Church,400 E Carroll St,Macomb,IL,61455,309-833-3333,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,Non-Networked,40.460697,-90.666856,E
ELEC,ELEVEN THIRTY 1130 S MICHIGAN,1130 S Michigan Ave,Chicago,IL,60605,888-758-4389,Public,24 hours daily,ChargePoint Network,41.868618,-87.624626,E
ELEC,BUCK MANAGEMENT LEVEL 1 NORTH,845 W Madison St,Chicago,IL,60607,888-758-4389,Public,24 hours daily,ChargePoint Network,41.880735,-87.648861,E
ELEC,BUCK MANAGEMENT LEVEL 2 327,845 W Madison,Chicago,IL,60607,888-758-4389,Public,24 hours daily,ChargePoint Network,41.880655,-87.648861,E
ELEC,PEOPLES GAS EV2,4341 W 35th Pl Logistics Support,Chicago,IL,60646,888-758-4389,Public,24 hours daily,ChargePoint Network,41.989409,-87.730374,E
ELEC,PEOPLES GAS EV4,4341 W 35th Pl Logistics Support,Chicago,IL,60646,888-758-4389,Public,24 hours daily,ChargePoint Network,41.989297,-87.73032,E
ELEC,WILLCOUNTYGREEN HEALTH DEPT 1,1106 Neal Avenue,Joliet,IL,60433,888-758-4389,Public,24 hours daily,ChargePoint Network,41.504652,-88.068491,E
ELEC,CITY HALL CITY OF GALENA,101 Green St,Galena,IL,61036,888-758-4389,Public,24 hours daily,ChargePoint Network,42.41449,-90.42891,E
ELEC,O'Hare Airport - Multi-Modal Facility Economy Lot F,10255 W Zemke Blvd,Chicago,IL,60666,800-832-6352,Public,4th level of the Parking Garage,Non-Networked,41.99426839015599,-87.88105290737916,E
ELEC,Meijer - Tesla Supercharger,3800 Vollmer Road,Flossmoor,IL,60422,877-798-3752,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,Tesla,41.529301,-87.709496,E
ELEC,Chicago Travel Plaza - Tesla Supercharger,Building 840 O'Hare Int'l Airport,Chicago,IL,60666,877-798-3752,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,Tesla,41.998752,-87.888342,E
ELEC,SW IL COLLEGE STATION #4,2500,Belleville,IL,62221,888-758-4389,Public,24 hours daily,ChargePoint Network,38.518816,-89.923986,E
ELEC,Walmart 224 Mount Vernon,110 Davidson Ave,Mount Vernon,IL,62864,833-632-2778,Public,24 hours daily,Electrify America,38.31026,-88.95806,E
ELEC,OZINGA CHINA TOWN,2242 S Lumber St,Chicago,IL,60616,888-758-4389,Public,24 hours daily,ChargePoint Network,41.851961,-87.64313,E
ELEC,Echelon Garage,353 N DesPlaines St,Chicago,IL,60661,888-998-2546,TEMPORARILY UNAVAILABLE (Public),24 hours daily,Blink Network,41.87167,-87.626889,T
ELEC,GRAND BURL GRAND-BURL,1013 Burlington Ave,Western Springs,IL,60558,888-758-4389,Public,24 hours daily,ChargePoint Network,41.808755,-87.902141,E
ELEC,Parking lot 15B Physician/Provider Parking,891 Spring St,Quincy,IL,62301,888-998-2546,Public,24 hours daily,Blink Network,39.9375,-91.4018,E
ELEC,Downers Park Plaza,7231 Lemont Rd,Downers Grove,IL,60516,888-264-2208,PLANNED - not yet accessible (Public),Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.75552,-88.009979,P
ELEC,FIRST STREET 1ST ST GARAGE,100 W Illinois Street,St Charles,IL,60174,888-758-4389,Public,24 hours daily,ChargePoint Network,41.912445,-88.314345,E
ELEC,UIC 1100 West Harrison,1100 West Harrison,Chicago,IL,60607,888-998-2546,Public,24 hours daily,Blink Network,41.874817,-87.665107,E
ELEC,ADVOCATE ASSH CAC EAST,17800 Kedzie Ave,Hazel Crest,IL,60429,888-758-4389,Public,24 hours daily,ChargePoint Network,41.565613,-87.69809,E
ELEC,The Marke of Elmhurst,100 N Addison Ave,Elmhurst,IL,60126,,Private,Also accepts Paypal,EV Connect,41.9002646,-87.941968,E
ELEC,Jewel Osco 1350 US Route 12 Fox Lake,1350 US Route 12,Fox Lake,IL,60020,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.366466,-88.172072,E
ELEC,Jewel Osco 885 E Belvidere Rd Grayslake,885 E. Belvidere Rd,Grayslake,IL,60030,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.336106,-88.026486,E
ELEC,Jewel Osco 375 Randall Rd South Elgin,375 Randall Rd,South Elgin,IL,60177,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.986892,-88.339355,E
ELEC,Jewel Osco 2073 Prairie St St Charles,2073 Prairie St,St. Charles,IL,60174,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.902696,-88.338214,E
ELEC,Jewel Osco 1200 W Boughton Bolingbrook,1200 W. Boughton,Bolingbrook,IL,60440,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.704636,-88.124041,E
ELEC,Edens Collection,4631 W Foster Ave,Chicago,IL,60630,888-264-2208,TEMPORARILY UNAVAILABLE (Public),Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.975078,-87.745385,T
