Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,JLRMINNEAPOLIS SHOP03,8905 S Frontage Rd,West side sales floor,Golden Valley,MN,55426,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.972664,-93.39476,2024-12-10,147498,2024-12-10 01:06:42 UTC,,,,2019-11-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MINNEAPOLIS RAMP C L3-4,318 N 2nd Ave,,Minneapolis,MN,55401,,888-758-4389,T,2024-12-01,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.982857,-93.273962,2024-12-10,149085,2024-12-10 01:07:01 UTC,,,,2019-11-12,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MINNEAPOLIS LEAMNGTN L2-1,220 S 11th St,,Minneapolis,MN,55403,,888-758-4389,T,2024-08-21,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.972115,-93.27181,2024-12-10,149086,2024-12-10 01:07:00 UTC,,,,2019-11-12,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MINNEAPOLIS LEAMNGTN L2-4,1001 2nd Ave S,,Minneapolis,MN,55403,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.971965,-93.272071,2024-12-10,149088,2024-12-10 01:07:00 UTC,,,,2019-11-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MINNEAPOLIS RAMP A L4-1,115-119 N 9th St,,Minneapolis,MN,55402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.978259,-93.277873,2024-12-10,149235,2024-12-10 01:07:15 UTC,,,,2019-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MINNEAPOLIS RAMP B L3-4,516 N 2nd Ave,,Minneapolis,MN,55403,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.980891,-93.276124,2024-12-10,149236,2024-12-10 01:07:14 UTC,,,,2019-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Trails Travel Center - Tesla Supercharger,820 Happy Trails Lane,,Albert Lea,MN,56007,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,43.657558,-93.318197,2024-07-01,149287,2024-08-14 18:58:22 UTC,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hy-Vee - Tesla Supercharger,3501 West Broadway Avenue,,Robbinsdale,MN,55422,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,45.019569,-93.325799,2024-07-01,149350,2024-08-14 18:58:22 UTC,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HealthPartners Neuroscience Specialty Center,295 Phalen Blvd,Located on the ground floor of the parking structure near the building entrance.,St. Paul,MN,55130,,651-495-6200,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,44.96192,-93.087048,2024-05-09,150195,2024-05-09 20:32:20 UTC,P,,,2019-03-01,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Fairfield Inn & Suites Minneapolis Mall of America - Tesla Destination,2401 American Blvd E,,Bloomington,MN,55425,,877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,44.858066,-93.236759,2024-07-01,150648,2024-10-16 16:58:41 UTC,P,,,2018-09-19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Staybridge Suites Mpls-Maple Grove/Arbor Lakes - Tesla Destination,7821 Elm Creek Blvd N,,Maple Grove,MN,55369,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,45.09574,-93.44813,2024-07-01,150693,2024-10-16 16:58:41 UTC,P,,,2018-08-20,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Hilton Garden Inn Minneapolis Saint Paul-Shoreview - Tesla Destination,1050 Gramsie Rd,,Shoreview,MN,55126,,877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,45.060673,-93.144437,2024-07-01,150694,2024-10-16 16:58:41 UTC,P,,,2018-08-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Homewood Suites St. Louis Park - Tesla Destination,5305 Wayzata Blvd,,St Louis Park,MN,55416,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.969261,-93.347065,2024-07-01,150695,2024-10-16 16:58:41 UTC,P,,,2018-09-19,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY OF ST PAUL COMO PV1,1360 Lexington Pkwy N,,Saint Paul,MN,55117,,888-758-4389,T,2024-08-29,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.981639,-93.143751,2024-12-10,151959,2024-12-10 01:08:27 UTC,,,,2020-01-01,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY OF ST PAUL SMITH RAMP 1,145 Summit Ave,Parking Ramp,Saint Paul,MN,55102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.946117,-93.10391,2024-12-10,152327,2024-12-10 01:08:37 UTC,,,,2020-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY OF ST PAUL SMITH RAMP 2,145 Smith Ave N,Parking Ramp,Saint Paul,MN,55102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.946138,-93.103841,2024-12-10,152328,2024-12-10 01:08:37 UTC,,,,2020-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ST LOUIS PARK REC CENTER,3700 Monterey Dr,,St. Louis Park,MN,55416,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.937263,-93.341545,2024-12-10,152347,2024-12-10 01:09:00 UTC,,,,2020-01-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Willie’s SuperValu,25 E 7th St,,Morris,MN,56267,,320-589-4040,E,,Public,7am-9pm daily,,,,,,1,,,Non-Networked,,GPS,45.588471,-95.915194,2023-04-06,153496,2024-01-31 22:07:01 UTC,P,,,2018-05-30,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,So Roc on Maine,4850 Maine Ave SE,,Rochester,MN,55904,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,43.9502936,-92.4600338,2024-12-10,153736,2024-12-10 00:19:14 UTC,,,,2020-02-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,"Alexandria, MN - Tesla Supercharger",4404 MN-29,,Alexandria,MN,56308,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,45.850438,-95.38895,2024-07-01,153882,2024-08-14 18:58:22 UTC,P,,,2020-02-21,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CROW WING POWER PARKING LOT,17330 MN-371,Next to Blue Ox Statue on Island,Brainerd,MN,56401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.403167,-94.28097,2024-12-10,154041,2024-12-10 01:09:44 UTC,,,,2020-02-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MN2111 LEVEL 3- A,425 6th St S,3rd level of public parking ramp,Minneapolis,MN,55415,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.975139,-93.265708,2024-12-10,154411,2024-12-10 01:11:44 UTC,,,,2020-03-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HENNEPIN COUNTY EP LIBRARY,565 Prairie Center Drive,By the Eden Prairie Library.,Eden Prairie,MN,55344,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.850627,-93.42756,2024-12-10,154776,2024-12-10 01:08:13 UTC,,,,2020-03-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Simonson Station Store Alexandria,4924 Minnesota 29,,Alexandria,MN,56308,,1-888-493-3638,E,,Public,,,,,,,,2,,ZEFNET,https://www.zefenergy.com,GPS,45.84549,-95.38926,2024-12-09,155991,2024-12-09 04:03:38 UTC,,,,2020-02-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Target - Tesla Supercharger,3601 Highway 100 South,,Saint Louis Park,MN,55416,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,44.936292,-93.348112,2024-07-01,158381,2024-08-14 18:58:22 UTC,P,,,2020-05-29,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,North Parking Lot Behind Building,42 Center Avenue West,,Clara City,MN,56222,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,44.955627,-95.3680127,2024-12-10,158663,2024-12-10 00:19:26 UTC,,,,2020-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$1.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,SHOREVIEW SHOREVIEW #2,4600 Victoria St N,Near main entrance,Shoreview,MN,55126,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.080723,-93.132427,2024-12-10,163547,2024-12-10 01:15:06 UTC,,,,2020-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Element Fleet Management,9350 Excelsior Blvd,,Hopkins,MN,55343,,,E,,Private,Employee and visitor use only,,,,,,4,,,Non-Networked,,200-9,44.926916,-93.39816,2024-08-15,163593,2024-08-15 19:57:12 UTC,P,,,2020-06-24,,,,,J1772,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,MACALESTER MAC FAC NORTH,130 S Macalester St,"-In center island north of art buildings, eastern stall",Saint Paul,MN,55105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.93839,-93.16988,2024-12-10,163642,2024-12-10 01:15:15 UTC,,,,2020-06-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY OF NFLD STATION 2,105 5th St E,Station is in the municipal parking lot at 5th & Washington Sts.  Station on 5th St. side of lot.,Northfield,MN,55057,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.455242,-93.15916,2024-12-10,163660,2024-12-10 01:15:14 UTC,,,,2020-06-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Minnesota Motor Co,1108 Pebble Lake Rd,,Fergus Falls,MN,56537,,877-300-7551,E,,Public,Dealership business hours,,,,,,,1,,Non-Networked,,GPS,46.272278,-96.057642,2023-04-06,163857,2024-01-31 22:07:01 UTC,P,,,2020-06-26,,,,,J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Mankato Area Foundation,117 S 2nd St,,Mankato,MN,56001,,507-389-4583,E,,Public,24 hours daily,,,,,,,2,,Non-Networked,,GPS,44.166241,-94.001677,2023-04-06,163858,2024-01-31 22:07:01 UTC,P,,,2020-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$0.30 per minute,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,House Chevrolet,410 S Main St,,Stewartville,MN,55976,,866-708-6686,E,,Public,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,43.851496,-92.487842,2023-04-06,163859,2024-01-31 22:07:01 UTC,P,,,2020-06-26,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Beltrami Electric Coop,4111 Technology Dr NW,,Bemidji,MN,56601,,218-444-2540,E,,Public,24 hours daily,,,,,,2,1,,Non-Networked,,GPS,47.507079,-94.909183,2023-05-03,163860,2024-01-31 22:07:01 UTC,P,,,2020-06-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,UTILITY,,,,,,,"For DC fast charging, $0.35 per kWh and $2.50 transaction fee; For Level 2, $0.25 per kWh and $1.00 transaction fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,City of North Mankato,1755 Commerce Drive,,North Mankato,MN,56003,,1-888-493-3638,E,,Public,,,,,,,2,2,,ZEFNET,https://www.zefenergy.com,GPS,44.17888,-94.03763,2024-12-09,163867,2024-12-09 04:03:14 UTC,,,,2020-06-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Pine City DCFC,800 Main Street South,,Pine City,MN,55063,,1-888-493-3638,E,,Public,,,,,,,,2,,ZEFNET,https://www.zefenergy.com,GPS,45.82084,-92.96937,2024-12-09,163868,2024-12-09 04:03:32 UTC,,,,2020-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Grand Portage Casino,70 Casino Dr,,Hovland,MN,55606,,218-475-2401,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,47.953845,-89.69266,2023-04-06,163870,2024-01-31 22:07:01 UTC,P,,,2020-06-26,,,,,J1772,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,By the Yard inc.,3283 Bluff Drive,,Jordan,MN,55352,,866-816-7584,E,,Public,24 hours daily,,,,,,1,,,EV Connect,http://evconnect.com/,GPS,44.713137,-93.588071,2024-12-09,163957,2024-12-09 03:11:55 UTC,,,,2020-06-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MN2111 LEVEL 2-B,5th Ave S & 6th St S,2nd Floor of Interstate Parking Ramp,Minneapolis,MN,55415,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.974943,-93.264998,2024-12-10,164331,2024-12-10 01:14:37 UTC,,,,2020-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,BIRTH CENTER BIRTH CENTER 1,Regions Hospital Birth Center,Birth Center,Saint Paul,MN,55101,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.955891,-93.093363,2024-12-10,164419,2024-12-10 01:16:13 UTC,,,,2020-07-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,NORTHFIELD HOSP STATION #1,2000 North Ave,,Northfield,MN,55057,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.474187,-93.192312,2024-12-10,164637,2024-12-10 01:16:02 UTC,,,,2020-07-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY OF EDINA CITY HALL 1,4801 W 50th St,One charging port is dedicated to an accessible parking space,Edina,MN,55424,,888-758-4389,E,,Public,Mon 12:00am - 11:45pm; Tue 12:00am - 11:45pm; Wed 12:00am - 11:45pm; Thu 12:00am - 11:45pm; Fri 12:00am - 11:45pm; Sat 12:00am - 11:45pm; Sun 12:00am - 11:45pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.911248,-93.347814,2024-12-10,164663,2024-12-10 01:16:26 UTC,,,,2020-07-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY OF EDINA NORTH RAMP L2,3942 Market St,Near West Stairwell - Level 2,Edina,MN,55424,,888-758-4389,E,,Public,Mon 12:00am - 11:45pm; Tue 12:00am - 11:45pm; Wed 12:00am - 11:45pm; Thu 12:00am - 11:45pm; Fri 12:00am - 11:45pm; Sat 12:00am - 11:45pm; Sun 12:00am - 11:45pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.913617,-93.331163,2024-12-10,164664,2024-12-10 00:54:22 UTC,,,,2020-07-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MN2111 LEVEL 2-A,425 South 6th St,2nd Floor of Interstate Parking Ramp,Minneapolis,MN,55415,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.975012,-93.265344,2024-12-10,165092,2024-12-10 01:14:37 UTC,,,,2020-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,TARGET T0260 STATION 1,3601 MN-100,,St. Louis Park,MN,55416,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.936378,-93.347996,2024-12-10,165626,2024-12-10 01:13:48 UTC,,,,2020-08-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,TARGET T0821 STATION 1,4520 MN-29,Corner of Target parking lot,Alexandria,MN,56308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.849634,-95.389654,2024-12-10,165627,2024-12-10 01:12:56 UTC,,,,2020-08-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Target - Tesla Supercharger,13201 Ridgedale Drive,,Minnetonka,MN,55305,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,44.970509,-93.446701,2024-07-01,165746,2024-08-14 18:58:22 UTC,P,,,2020-08-24,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Cityview Flats,333 N 1st Ave W,,Duluth,MN,55806,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,46.788168,-92.10369,2024-12-09,166328,2024-12-09 03:12:02 UTC,,,,2020-04-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,LivInn Hotels - 13080 Aldrich Ave South,13080 Aldrich Ave South,,Burnsville,MN,55337,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,44.766836,-93.290315,2024-12-09,166673,2024-12-09 03:11:59 UTC,,,,2019-11-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,LivINN Hotels - 5201 Central Avenue NE,5201 Central Avenue NE,,Fridley,MN,55421,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,45.063436,-93.245255,2024-12-09,166674,2024-12-09 03:11:56 UTC,,,,2019-10-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,LivInn Hotels - 285 Century Ave N.,285 Century Ave N.,,Maplewood,MN,55119,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,44.95098,-92.985194,2024-12-09,166675,2024-12-09 03:11:55 UTC,,,,2019-12-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Westwood Hills Nature Center,8300 W Franklin Ave,,St. Louis Park,MN,55426,,952-924-2544,E,,Public,Sunrise to Sunset,,,,,,4,,,Non-Networked,,GPS,44.96726,-93.38869,2024-07-11,166841,2024-07-11 19:05:43 UTC,P,,,2020-10-01,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free with ChargePoint account,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,UMN DULUTH PAY LOT G,500 W St Marie St,Pay Lot G,Duluth,MN,55811,,888-758-4389,E,,Public,Mon 6:00am - 5:00pm; Tue 6:00am - 5:00pm; Wed 6:00am - 5:00pm; Thu 6:00am - 5:00pm; Fri 6:00am - 5:00pm; Sat 6:00am - 5:00pm; Sun 6:00am - 5:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.820736,-92.082186,2024-12-10,166852,2024-12-10 01:18:04 UTC,,,,2020-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UMN DULUTH KIRBY DRIVE S,1023 University Dr,Kirby Drive near MWAH,Duluth,MN,55812,,888-758-4389,E,,Public,Mon 6:00am - 5:00pm; Tue 6:00am - 5:00pm; Wed 6:00am - 5:00pm; Thu 6:00am - 5:00pm; Fri 6:00am - 5:00pm; Sat 6:00am - 5:00pm; Sun 6:00am - 5:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.816378,-92.087503,2024-12-10,166853,2024-12-10 01:16:49 UTC,,,,2020-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DAKOTA COUNTY EMPIRE FACILITY,2800 160th St W,,Rosemount,MN,55068,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.716061,-93.124304,2024-12-10,167004,2024-12-10 00:49:32 UTC,,,,2020-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,NESIDECITYHALL STATION #1,7100 147th St W,,Apple Valley,MN,55124,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.735012,-93.20862,2024-12-10,167071,2024-12-10 01:18:25 UTC,,,,2020-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Olmsted Medical Center - Hospital & 24-Hour ED,1650 4th St SE,,Rochester,MN,55904,,507-529-6600,E,,Public,24 hours daily; patient or guest use only,,,,,,2,,,Non-Networked,,GPS,44.019789,-92.441053,2023-04-06,167106,2024-01-31 22:07:01 UTC,P,,,2020-09-14,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Goodwill - Rochester,1987 Scott Rd NW,,Rochester,MN,55901,,507-424-1860,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,44.044087,-92.515787,2023-04-06,167107,2024-01-31 22:07:01 UTC,P,,,2020-09-14,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Dahl Chevrolet Buick GMC,1201 US-61,,Winona,MN,55987,,877-219-6114,E,,Public,24 hours daily,,,,,,1,1,,Non-Networked,,GPS,44.044181,-91.670204,2023-05-03,167108,2024-01-31 22:07:01 UTC,P,,,2020-09-14,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Bluff Country Co-op,121 W 2nd St,,Winona,MN,55987,,507-452-1815,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,44.053621,-91.638368,2023-04-06,167110,2024-01-31 22:07:01 UTC,P,,,2020-09-14,,,,,J1772,US,,,,Public,,public,,,COOP,,,,,,,$2 per hr suggested donation,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,MCPA AIRPORT VIEW 1,7381 Airport View Dr SW,,Rochester,MN,55902,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.915247,-92.48202,2024-12-10,167253,2024-12-10 01:18:03 UTC,,,,2020-10-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
